title,skills,level,platform,course_id
Mastering JMeter 5.0,web development,Intermediate,Udemy,C10219
Microservices with Spring Cloud,,Intermediate,Udemy,C10220
Data Structures and Algorithms (C# code in GitHub),,All Levels,Udemy,C10221
Excel add-in with c# VSTO and web,web development,Beginner,Udemy,C10222
Up to Speed with PHP 7 ,,All Levels,Udemy,C10223
beginner to advanced - how to become a data scientist,data analysis,Beginner,Udemy,C10224
Physics For Unity 2022 - Lifetime Access,,Beginner,Udemy,C10225
Web Building Starter Pack. Html Css and JQuery Animations,web development,All Levels,Udemy,C10226
Procedural Characters in GameMaker 2,,Intermediate,Udemy,C10227
Building REST API using Node.js and Express,,Beginner,Udemy,C10228
Customizing and Administering Microsoft Dynamics CRM,,Intermediate,Udemy,C10229
Spring Hibernate: Learn Spring Hibernate From Scratch,web development,All Levels,Udemy,C10230
K-Means for Cluster Analysis and Unsupervised Learning,python,All Levels,Udemy,C10231
Document classification using Machine Learning,,Beginner,Udemy,C10232
PHP Programming For Everyone,web development,Beginner,Udemy,C10233
How To Make A Digital Download Website With WordPress,web development,Beginner,Udemy,C10234
Start learning unity3d by making 5 games from scratch,,All Levels,Udemy,C10235
The Mainframe Development Course : IMS-DB,,All Levels,Udemy,C10236
Fastest Full Stack Web Development for Beginners in 10 Days,web development,Beginner,Udemy,C10237
Learn Docker and Kubernetes: The Beginners Guide to Devops,,All Levels,Udemy,C10238
Build a User Web App from Scratch with Vanilla PHP 8+,web development,Intermediate,Udemy,C10239
"Full Mern Stack Project with MongoDB, Express, React, NodeJS",web development;react,All Levels,Udemy,C10240
Python for Natural Language Processing (NLP),python,All Levels,Udemy,C10241
Unreal Engine 5 Blueprints: Multiplayer RPG Inventory (2023),,All Levels,Udemy,C10242
Writing CSS with {LESS} - Tutorial From Infinite Skills,css,All Levels,Udemy,C10243
WordPress for Beginners - Website Building made Easy,web development,Beginner,Udemy,C10244
Flutter with Firebase Bootcamp: The complete guide [2023],,Intermediate,Udemy,C10245
Unreal Engine: Advanced Widgets for UI,,Intermediate,Udemy,C10246
Jumpstart with NodeJs Streams,,Beginner,Udemy,C10247
Comprehensive Guide for Running IOT Systems -AWS GreenGrass!,data analysis,All Levels,Udemy,C10248
Zero to Pro Web Developer Bootcamp - Get Hired in 2022!,web development;react,Beginner,Udemy,C10249
Deep Learning: Convolutional Neural Networks for developers,,Intermediate,Udemy,C10250
Deep Learning: Convolutional Neural Networks for developers,,Intermediate,Udemy,C10251
Chrome Extension Development - The Basics,,All Levels,Udemy,C10252
VB .NET Mastering: Beginner to Advance with Projects,,All Levels,Udemy,C10253
Java for Programmers Crash Course,,Intermediate,Udemy,C10254
LINQ to XML Tutorial,,All Levels,Udemy,C10255
jQuery UI In Depth,,All Levels,Udemy,C10256
NoSQL MongoDB Bootcamp - MongoDB Python Pymongo For Beginner,python;data analysis,All Levels,Udemy,C10257
WordPress Multisite - Step by Step,,All Levels,Udemy,C10258
Slider Revolution for WordPress,,All Levels,Udemy,C10259
LEARNING PATH: QlikView: A One-Stop Guide to QlikView,,Beginner,Udemy,C10260
PHP for All: A Step-by-Step Guide to Programming PHP,,Beginner,Udemy,C10261
Machine Learning and Big Data Analytics with AWS,,All Levels,Udemy,C10262
SAP BPC Logic Script from Beginner to Expert,,All Levels,Udemy,C10263
Apache Spark with PySpark in 2022 : Master Spark with Python,python;data analysis,All Levels,Udemy,C10264
Fundamentals of Quality Assurance Engineer,,All Levels,Udemy,C10265
HTML CSS JavaScript Course for UI/UX Modern Web Developers,web development;javascript;html;css,All Levels,Udemy,C10266
A Comprehensive Course on GIS (Part 1 - The GIS Tools),,Beginner,Udemy,C10267
Angular 12 and .NET Core Web API Full Stack Master Course,web development,Intermediate,Udemy,C10268
Python Certification Exam Preparation: 6 Practice Tests,python,,Udemy,C10269
Prompt Engineering Mastery: Boost ChatGPT & AI Skills,,Beginner,Udemy,C10270
Unity + NoSQL DynamoDB Player Management Leaderboards + More,data analysis,Beginner,Udemy,C10271
PHP with MySQL 2023: Build Complete Coffee Shop System,,All Levels,Udemy,C10272
Easy Local Server Setup for Web development,web development,Beginner,Udemy,C10273
Develop Selenium framework with C# and Specflow BDD,,Expert,Udemy,C10274
Character Creation Guide: Intro to PBR Assets for Games,,Beginner,Udemy,C10275
Machine Learning for Finance,,Intermediate,Udemy,C10276
WordPress Forms Development: Formidable Forms Masterclass,,All Levels,Udemy,C10277
CodeIgniter 4 HMVC Beginners To Advance Tutorial,,All Levels,Udemy,C10278
REST Assured on IntelliJ IDEA - Step by Step for Beginners,,All Levels,Udemy,C10279
SQL for Beginners : learn SQL from scratch step by step,data analysis,All Levels,Udemy,C10280
PHP with MySQL 2023: Build Complete Tours and Travel Website,,All Levels,Udemy,C10281
Visual Basic For Applications (VBA) - Excel,,All Levels,Udemy,C10282
Build 2 Huge 3D Games in Unity: Complete C# & Blender Models,,All Levels,Udemy,C10283
The Rust Programming Language,,Beginner,Udemy,C10284
Create Music Website for Music Artists & Bands in WordPress,web development,All Levels,Udemy,C10285
Build Two Websites With HTML and CSS,web development;html;css,Beginner,Udemy,C10286
Introduction to Data Analysis and Reporting  with SQL,data analysis,Beginner,Udemy,C10287
What's New in Java 8: Java 8 New Features,,All Levels,Udemy,C10288
Masterclass of  Machine Learning with Python,,All Levels,Udemy,C10289
Learn Python By Doing: 25 Real World Projects Masterclass,python;web development,Beginner,Udemy,C10290
Mastering Big Data Analytics with PySpark,data analysis,Intermediate,Udemy,C10291
Building A Professional Ransomware Attack Using Java,,Intermediate,Udemy,C10292
Practical Linear Regression in R for Data Science in R,,Beginner,Udemy,C10293
"A Complete Guide to Unity's Universal Render Pipeline, URP",,All Levels,Udemy,C10294
React Native From Scratch with Hooks and Context,web development;react,All Levels,Udemy,C10295
"Stripe Payment Subscription Integration With PHP, HTML & CSS",web development;html;css,All Levels,Udemy,C10296
"LAMP Stack and WAMP, MAMP : Install PHP, Apache, Perl, MySQL",web development,All Levels,Udemy,C10297
Learn how to Analyse Hadoop Data using Apache Pig ,data analysis,All Levels,Udemy,C10298
"Learn Object Detection Tracking and Counting with DL, ML",,All Levels,Udemy,C10299
Object Oriented Programming for Unity game devs,,Beginner,Udemy,C10300
How to Code JavaScript Games: A 2D Shooter with HTML5 Canvas,,Beginner,Udemy,C10301
MERN Stack Online Quiz Portal Application,react,Beginner,Udemy,C10302
Automated Accessibility Testing for React Applications,,Intermediate,Udemy,C10303
Umbraco v11: Advanced Course,,Expert,Udemy,C10304
"Collect, Extract and Use Online Data Quickly and More Easily",web development;data analysis,All Levels,Udemy,C10305
Teach Yourself Python II: Level Up Your Python at Any Age,python,Intermediate,Udemy,C10306
Master Angular Fundamentals by Building a Real App,,Intermediate,Udemy,C10307
Python 2022 - Mastering Object Oriented Programming,python,All Levels,Udemy,C10308
Make Music with Code: Complete Guide to Coding with Sonic Pi,,Beginner,Udemy,C10309
Intro to Procedural Modeling with Houdini,,Beginner,Udemy,C10310
Flutter Intermediate App Development Course - Reddit Clone,,Beginner,Udemy,C10311
Java EE Fundamentals - A Practical Guide For Developers,,All Levels,Udemy,C10312
Build a Real-Time Online Game with Laravel,react,Intermediate,Udemy,C10313
WordPress Plugin Development with Vue.js (2021),,Beginner,Udemy,C10314
Unity VR: Oculus Quest Bowling Game in 30 Minutes,,Beginner,Udemy,C10315
Whatsapp Automation: Whatsapp Bots Using Python & Twilio,,All Levels,Udemy,C10316
"Create your Own Cryptocurrency POW/POS | Scrypt, X11",,All Levels,Udemy,C10317
Master SQL interviews (Top Interview questions & answers),,Beginner,Udemy,C10318
Learn C++ File Handling Full Course With (Console) Project,data analysis,Intermediate,Udemy,C10319
Telegram Bot in Java,,Beginner,Udemy,C10320
iOS iPad Game Development 3D Character Sculpting & Modeling,,Beginner,Udemy,C10321
Certified Tester Foundation Level ISTQB (CTFL) -2023,,All Levels,Udemy,C10322
"Web Design Course With HTML, CSS, Wordpress Novice to Expert",web development;html;css,All Levels,Udemy,C10323
Excel VBA and Macros User Forms,,Beginner,Udemy,C10324
Machine Learning Made Easy : Beginner to Expert using Python,python,All Levels,Udemy,C10325
Learning Path: Unreal Engine: Develop Classic and RTS Games,,Expert,Udemy,C10326
Learn React Hooks in a Better Way,react,Intermediate,Udemy,C10327
HTML For Begginers || Web Designing With HTML,web development;html,All Levels,Udemy,C10328
"Master Automation in HP UFT with Web,Siebel & Mainframe apps",web development,All Levels,Udemy,C10329
PHP OOP with MySQL 2023: Build Restaurant Management System,,All Levels,Udemy,C10330
Java Masterclass|Basic to OOP Programming with IntelliJ IDEA,,All Levels,Udemy,C10331
"Selenium WebDriver with CI/CD,AWS,Jenkins,Docker,Grid,GitHub",,All Levels,Udemy,C10332
Atlassian Confluence : Master Confluence Cloud As Beginner,,Beginner,Udemy,C10333
Combinatorial Testing,,All Levels,Udemy,C10334
Data Science- Hypothesis Testing Using Minitab and R,,All Levels,Udemy,C10335
Complete Practical .NET Core Worker Service Development,,Beginner,Udemy,C10336
Programming AutoCAD with SQL Server Database using C#,data analysis,Intermediate,Udemy,C10337
Neo4J Cypher By Examples™: Master Neo4j Programming Quickly,data analysis,All Levels,Udemy,C10338
How to Make Games with Unity: A Beginner's Guide,,Beginner,Udemy,C10339
Coding Projects For Beginners: Learn to code step by step,,Beginner,Udemy,C10340
Fundamentals of Apache Flink,data analysis,Beginner,Udemy,C10341
"Learn Solidity in 2 Hours, Become a Blockchain Developer",,All Levels,Udemy,C10342
Web Development in 1 day,web development;html;css,Beginner,Udemy,C10343
Unity Game Boost: Build a Video Reward System,,Intermediate,Udemy,C10344
Zero to Hero in SASS & SCSS with integration in React JS App,react;css,All Levels,Udemy,C10345
"ChatGPT Clone with React, SocketIO and OpenAI API 2023",react;javascript,All Levels,Udemy,C10346
"PHP for Beginners Part 5: PHP, PDO, MySQL, jQuery AJAX",,Intermediate,Udemy,C10347
Selenium Grid - From Scratch - Deployment & Configuration,web development,Intermediate,Udemy,C10348
Learn HTML & CSS By Building a Facebook Clone,web development,Beginner,Udemy,C10349
ChatGPT for Software Testing - Test Automation Use Cases,,All Levels,Udemy,C10350
Generative AI (English Version): Unleashing Next-Gen AI,,Intermediate,Udemy,C10351
React Native E-commerce App,react,Beginner,Udemy,C10352
Build and Publish a Car Rental Website,,Beginner,Udemy,C10353
Amazon Web Services(AWS) for Beginners,,Beginner,Udemy,C10354
How to Start a Travel Blog,,Beginner,Udemy,C10355
Support Vector Machine A-Z:  Support Vector Machine Python ©,data analysis,All Levels,Udemy,C10356
Designing an E-commerce website with WYSIWYG Web Builder,web development,All Levels,Udemy,C10357
Wordpress for Beginners: Build your Brand with Wordpress,web development,Beginner,Udemy,C10358
IBM Cloudant- NoSQL Database-as-a-Service,data analysis,All Levels,Udemy,C10359
HTML Programming For Everyone,web development;html;css,Beginner,Udemy,C10360
The Philosophy of FileMaker - Part 4,web development,Intermediate,Udemy,C10361
SQL for Data Analysis: Complete SQL Course for Beginners,,All Levels,Udemy,C10362
Code and Design 2 Games in Unity® & Blender from Scratch,,Beginner,Udemy,C10363
Machine Learning Projects for Healthcare,,All Levels,Udemy,C10364
Industry Level Code Quality Uplift,,Intermediate,Udemy,C10365
The C# Master Course for Beginners - Develop & Program in C#,,Beginner,Udemy,C10366
LangChain Crash Course: Build OpenAI LLM powered Apps,python,All Levels,Udemy,C10367
Creative Coding Deep Dive for Beginners,,Beginner,Udemy,C10368
Angular Mastery: Build Modern Web Applications from Scratch,,All Levels,Udemy,C10369
Learn PHP and MySQL for Beginners the Easy Way - 13 Hours,web development,Beginner,Udemy,C10370
Rapid Gulp,web development,All Levels,Udemy,C10371
E Commerce Website Development In PHP With PDO,web development,All Levels,Udemy,C10372
Programming for Beginners - Build games using Scratch,,Beginner,Udemy,C10373
Total Web Development Course,web development,Beginner,Udemy,C10374
Kotlin Programming Language: Beginner to Advanced Level,,All Levels,Udemy,C10375
How to create your own Instagram bot with Python,python,All Levels,Udemy,C10376
Learn Python Debugging  With PyCharm IDE,python,All Levels,Udemy,C10377
Web Development: Project Based Learning,,Intermediate,Udemy,C10378
Learn Python Debugging  With PyCharm IDE,python,All Levels,Udemy,C10379
Full Stack CRUD application with Spring Boot and React Hooks,react,Beginner,Udemy,C10380
Ruby On Rails For Beginners Practical Ruby On Rails Training,,All Levels,Udemy,C10381
Basic HTML For Beginners: Build A Professional Web Pages,web development;html,Beginner,Udemy,C10382
Make a professional website - 30 Day Guarantee. Discounted!,web development,All Levels,Udemy,C10383
Secrets to Effortless Code Editing in Android Studio,,All Levels,Udemy,C10384
Complete Python 3 Bootcamp course: Zero to Hero 2023,python,All Levels,Udemy,C10385
Data Science & ML for Python-Python & Data Science Made Easy,python;data analysis,Beginner,Udemy,C10386
Skeletal Animation and Inverse Kinematic (IK) in Unity 2020,,Beginner,Udemy,C10387
Ultimate Alexa Skill Development course: With & Without Code,,All Levels,Udemy,C10388
React Native With React Hooks & React Query:High Performance,react,All Levels,Udemy,C10389
Azure Key Vault: The Complete Introduction,,All Levels,Udemy,C10390
Cluster Analysis & Unsupervised Machine Learning in R,,All Levels,Udemy,C10391
Artificial Intelligence Case Study Master Class with Python,python,All Levels,Udemy,C10392
The Ultimate Kafka Streams (3.x) : Real-time Data Processing,data analysis,All Levels,Udemy,C10393
Flutter iOS & Android Augmented Reality AR iKEA Clone 2023,,All Levels,Udemy,C10394
Introduction to  Web Development For Complete Beginners,web development,Beginner,Udemy,C10395
"Introduction to Openstack, the Cloud Datacenter",,Beginner,Udemy,C10396
Build a news portal with Laravel and Bootstrap 2022,html;css,All Levels,Udemy,C10397
How To Make A Wordpress Website 2020 | Divi Theme Tutorial,web development,Beginner,Udemy,C10398
Automating Tasks with Python,python,Beginner,Udemy,C10399
Introduction to Data Extraction Using SQL,data analysis,Beginner,Udemy,C10400
Android Espresso Testing Complete Guide 2022,,All Levels,Udemy,C10401
A Sweet Bootcamp on Golang - 8 hour bootcamp,,All Levels,Udemy,C10402
CSS Infinity - Creative CSS Animation Course,css,Intermediate,Udemy,C10403
Learn JQuery Programming Practically,web development,All Levels,Udemy,C10404
Game Development Masterclass: Make Educational Apps & Games,,All Levels,Udemy,C10405
Star Rating Project AJAX with JSON response from PHP MySQL,data analysis,Beginner,Udemy,C10406
PHP with MySQL 2023: Build Complete Forum with Admin Panel,,Beginner,Udemy,C10407
Build Ecommerce REST API with Django REST Framework & Python,,All Levels,Udemy,C10408
ASP .Net Core 5 Web APIs Using DB First [In-depth in 8 Days],,Intermediate,Udemy,C10409
CNC Lathe Programming Using Fanuc G-Coding & M-Coding,,Beginner,Udemy,C10410
Top 50 Dynamic Programming Java Algorithms Coding Questions,,All Levels,Udemy,C10411
Become An Awesome Java Professional,,All Levels,Udemy,C10412
"Advanced CSS & SASS: Framework, Flexbox, Grid, Animations",css,All Levels,Udemy,C10413
Natural Language Processing (NLP) with Python and NLTK,python,Intermediate,Udemy,C10414
Professional Node.js,,Expert,Udemy,C10415
WordPress Theme Customization 102 - Create a WP Child Theme,,Beginner,Udemy,C10416
The Complete GameMaker Studio 2 Multiplayer Course,html,Intermediate,Udemy,C10417
Reinforcement Learning: The Complete Course in 2022,,All Levels,Udemy,C10418
Full Stack Development: React (React Hooks) and Spring Boot,web development;data analysis,Intermediate,Udemy,C10419
Python Logical Programs and Data Structures for beginners,,All Levels,Udemy,C10420
Ultimate Game AI for Godot Beginners,,Beginner,Udemy,C10421
Recommendation system Real World Projects using Python,data analysis,All Levels,Udemy,C10422
Java Programming Masterclass: Build 50 Real-World Projects,,All Levels,Udemy,C10423
LeetCode & JavaScript Complete Course for Web Developer 2023,javascript,All Levels,Udemy,C10424
"Mastering AI: ChatGPT, DALL·E, MidJourney and their API's",,Beginner,Udemy,C10425
Learn the Swift Programming Language Step by Step,,All Levels,Udemy,C10426
Design DataDriven Framework in 100 mins|Selenium|Java|TestNG,,Intermediate,Udemy,C10427
Build a Chatbot integrated Website using Bootstrap 4,web development;html;css,All Levels,Udemy,C10428
Mastering SSRS Reports Development for Mobile Devices,,All Levels,Udemy,C10429
Constructing a Complete FileMaker 16 CRM - Part 2,,Intermediate,Udemy,C10430
"Mastering AI: ChatGPT, DALL·E, MidJourney and their API's",,Beginner,Udemy,C10431
C++ programming in Qt Framework: Part II,,Intermediate,Udemy,C10432
How to create a mobile game for iOS with Unreal Engine 4,,All Levels,Udemy,C10433
Icon Animations in Android Applications - Complete Course,,All Levels,Udemy,C10434
50 Things You've Been Doing Wrong in C# and .NET Core,,Beginner,Udemy,C10435
Machine Learning with Apache Spark 3.0 using Scala,,Beginner,Udemy,C10436
ServerlessMicroservice with AWS - A Complete Guide!: 3-in-1,,Beginner,Udemy,C10437
Python for Maya: Beginner to Advanced Rigging Automation,python,All Levels,Udemy,C10438
Android App's Development Masterclass - Build 2 Apps - Java,,Beginner,Udemy,C10439
Pandas & NumPy Python Programming Language Libraries A-Z™,python;data analysis,All Levels,Udemy,C10440
Create an Event Booking Website with WordPress,web development,All Levels,Udemy,C10441
Coding Interview Bootcamp,,Intermediate,Udemy,C10442
Full-Stack Web Development with Flask,web development,Beginner,Udemy,C10443
Master Nuxt.js - A Vuejs framework by building projects,,Beginner,Udemy,C10444
Making Your First Game: GameMaker Studio 2,,Beginner,Udemy,C10445
Flutter & Firebase - Build Real World iOS and Android Apps,data analysis,All Levels,Udemy,C10446
Advanced CSS For Web Developers,css,Beginner,Udemy,C10447
Data Structures and Algorithms,data analysis,Intermediate,Udemy,C10448
Natural Language Processing Real World Use-cases in Python,,All Levels,Udemy,C10449
Robot Framework Test Automation (Selenium) with Python,,All Levels,Udemy,C10450
Apache HBase : Hadoop Column Oriented NoSQL Database,data analysis,All Levels,Udemy,C10451
NodeJS: Beginner to Pro - APIs for Food Delivery & Ecommerce,,All Levels,Udemy,C10452
JavaScript AJAX JSON API for Beginners Learn JavaScript ES6,javascript,All Levels,Udemy,C10453
iOS 12 & Swift 4.2 - Complete Developer Course,,All Levels,Udemy,C10454
Learn PHP  and develop  Projects.,html,Beginner,Udemy,C10455
Machine Learning with AWS AI and IBM Watson,,All Levels,Udemy,C10456
Technical Writing: Common DITA XML Map and Topic Elements,,All Levels,Udemy,C10457
Machine Learning With Python: Predicting Customer Churn,python,Intermediate,Udemy,C10458
JavaScript AJAX JSON API for Beginners Learn JavaScript ES6,javascript,All Levels,Udemy,C10459
Learn PHP  and develop  Projects.,html,Beginner,Udemy,C10460
Start to Finish Unity® Games and Python Coding,python;web development,Beginner,Udemy,C10461
K8s Native Java Microservices on Quarkus - 2022 Edition,,Beginner,Udemy,C10462
Technical Writing: Common DITA XML Map and Topic Elements,,All Levels,Udemy,C10463
LEARNING PATH: Java: Microservices with Java for Experts,,Expert,Udemy,C10464
Pythonic Python Part I: The Basics,python,Intermediate,Udemy,C10465
Byte-Sized-Chunks: Bit Manipulation Problems,,All Levels,Udemy,C10466
A Complete React Native Course - Redux - Context API - 2020,react,Beginner,Udemy,C10467
Future Artificial Intelligence Reinforcement Learning (TM),,All Levels,Udemy,C10468
React and Laravel Authentication: Forgot and Reset Password,react,Beginner,Udemy,C10469
Hands-On MERN Stack Web Development,web development;react,Beginner,Udemy,C10470
Unity LiteNetLib Multiplayer Basics and .NET Core Server,data analysis,Beginner,Udemy,C10471
"IBM Masterclass- Bluemix, Watson, Cloudant and more",,All Levels,Udemy,C10472
"Testing Basics, Framework and Test Life Cycle",,All Levels,Udemy,C10473
Learning Path: From Python Programming to Data Science,python;data analysis,Expert,Udemy,C10474
Divi Module development from start to finish,,Intermediate,Udemy,C10475
Advanced Python Programming,python,Intermediate,Udemy,C10476
Learn MariaDB : A Beginner to Advanced Guide,,All Levels,Udemy,C10477
Learn PHP By Building A Web Application(Result Checking App),web development,All Levels,Udemy,C10478
Twitter Social Media Master Social Media App Twitter in 2023,,Beginner,Udemy,C10479
The Ultimate Apache Tomcat Training Course: All In One,,All Levels,Udemy,C10480
Master React JS with 10 Hands-On Projects,react,Beginner,Udemy,C10481
Swift & Firebase Building an impressive Realtime Drawing app,,All Levels,Udemy,C10482
"Learning Path: Microservices with Java, Scala, and Akka",,Beginner,Udemy,C10483
How FlexBox and CSS Grid replaces CSS Floats? with Example,css,All Levels,Udemy,C10484
Python + Machine Learning Bootcamp 2021,python;data analysis,All Levels,Udemy,C10485
NumPy Python Programming Language Library from Scratch A-Z™,python;data analysis,All Levels,Udemy,C10486
Learn JavaScript Quick start Guide for Beginners,web development;javascript,Beginner,Udemy,C10487
Learn Analytics with AWS Athena and Quicksight,,All Levels,Udemy,C10488
Apache NiFi - A Complete Introduction | Master the Flow,,Beginner,Udemy,C10489
Decentralized App Development with Blockchain-Novice to Pro!,,Beginner,Udemy,C10490
Multiplayer VR Development with Unity and Photon Fusion,,Beginner,Udemy,C10491
Data Warehouse For Beginners,data analysis,Beginner,Udemy,C10492
NumPy Python Programming Language Library from Scratch A-Z™,python;data analysis,All Levels,Udemy,C10493
"Python 3: Tools, Modules and JSON",python,All Levels,Udemy,C10494
Automate anything using Robot Framework + Sikuli,,All Levels,Udemy,C10495
Amazon Cognito with AWS Cloud- Hands-on,web development,All Levels,Udemy,C10496
Serverless Twilio Create a complete video call app w/ React,react;javascript,All Levels,Udemy,C10497
Exclusive : Pointers and Structures  with simple Examples,,All Levels,Udemy,C10498
The CSS Flexbox Guide: Build 5 Real Flexible Projects!,css,All Levels,Udemy,C10499
Decentralized App Development with Blockchain-Novice to Pro!,,Beginner,Udemy,C10500
Basic C# Programming with Visual Studio,,Beginner,Udemy,C10501
Unity Game Tutorial: Physics Based Puzzles Games 2D,,Beginner,Udemy,C10502
A Practical Guide to App Development with Scala,web development,Beginner,Udemy,C10503
The All-in-One Developer Masterclass - Learn Great Coding,python,Beginner,Udemy,C10504
Tkinter Python & Python GUI with Real Tkinter Applications,python,All Levels,Udemy,C10505
Building Web GIS Apps with C# ASP.NET CORE MVC and Leaflet,web development,All Levels,Udemy,C10506
Build Twitter Bots With Python Django and Tweepy,python,Expert,Udemy,C10507
Artificial Intelligence for Business,,Intermediate,Udemy,C10508
Automate iOS app E2E testing with native XCUITest framework,,All Levels,Udemy,C10509
Build ChatGPT App in Flutter using OpenAI API,,Intermediate,Udemy,C10510
Webpack 5: Getting Started 2020,web development,All Levels,Udemy,C10511
Webpack for React Applications,web development,Expert,Udemy,C10512
Git / GitHub Beginners Bible™ - Master the Basics in 1 day!,data analysis,Beginner,Udemy,C10513
SQL Server  DBA Essentials for beginners,data analysis,Beginner,Udemy,C10514
Java Programming - The 2023 Apprentice Course,,Beginner,Udemy,C10515
Unity and MySQL Connection,,Beginner,Udemy,C10516
Android App Development with Cryptography LIVE Project,,All Levels,Udemy,C10517
Python Data Science Fundamentals: Getting Started,python;data analysis,Beginner,Udemy,C10518
Software Engineering : Master Software Engineering in C#,,All Levels,Udemy,C10519
Student Registration System in PHP With Admin Panel,,All Levels,Udemy,C10520
Machine Learning Entrepreneurship - Applied Data Science,web development,Intermediate,Udemy,C10521
Unity Game Design & Development : 20+ 2D & 3D Projects,,Beginner,Udemy,C10522
Cloud Migration on AWS and Microsoft Azure,,All Levels,Udemy,C10523
Digital Twin: Philosophy for the new digital revolution,,Beginner,Udemy,C10524
Python Projects (Level 1),python,All Levels,Udemy,C10525
Machine Learning Entrepreneurship - Applied Data Science,web development,Intermediate,Udemy,C10526
Cloud Migration on AWS and Microsoft Azure,,All Levels,Udemy,C10527
Deep Learning Foundation,,All Levels,Udemy,C10528
React Web Development || Become a React Developer,react,All Levels,Udemy,C10529
The Ultimate Authentication Course with NodeJS and React,,All Levels,Udemy,C10530
Optimization with Julia: Mastering Operations Research,,All Levels,Udemy,C10531
Secure Coding and Design Best Practices in Java,,Beginner,Udemy,C10532
The Redux Official Course Tutorial Code Along For All Levels,react,All Levels,Udemy,C10533
Learning Path: Jupyter: Interactive Computing with Jupyter,,Intermediate,Udemy,C10534
Easy way to set Oracle Active Dataguard,data analysis,Intermediate,Udemy,C10535
"Using React, Bootstrap, and AWS Amplify to Build Apps",web development,Beginner,Udemy,C10536
Deep Learning with Keras,,All Levels,Udemy,C10537
Create your first ROBLOX Simulator game,,Beginner,Udemy,C10538
Build 8 Types of WordPress Websites in this 1 Course Only,web development,All Levels,Udemy,C10539
Java for real Beginners in the simplest words,,Beginner,Udemy,C10540
Create your first ROBLOX Simulator game,,Beginner,Udemy,C10541
SASS Complete Course : From Beginner to Advanced (2023),,All Levels,Udemy,C10542
Modern JavaScript Bootcamp - Beginner To Advanced,javascript,All Levels,Udemy,C10543
Build App & Website on Single Code Base: React Native & AWS,web development;react,All Levels,Udemy,C10544
Laravel 9 From Beginner To Freelancer,,All Levels,Udemy,C10545
2023 - Create WordPress Website | Full Divi Theme Tutorial,web development,All Levels,Udemy,C10546
Build WordPress Plugin to extend Beaver Builder,,Intermediate,Udemy,C10547
Vagrant : Visualized Development Environments and Oracle,data analysis,All Levels,Udemy,C10548
Customer Choice Modeling with R,,All Levels,Udemy,C10549
Master Scalable WordPress Deployment On AWS Cloud,,All Levels,Udemy,C10550
ASTERISK PBX WITH DATABASE/API DRIVEN CALL CENTER SOLUTION,data analysis,All Levels,Udemy,C10551
Hands-on .NET Minimal API for Web Developers,web development,Beginner,Udemy,C10552
Become a full-stack C# developer,,Beginner,Udemy,C10553
MySQL Tutorial for Beginners | Learn MySQL,,Beginner,Udemy,C10554
PostgreSQL: From Beginner to Intermediate 2023,data analysis,Beginner,Udemy,C10555
Build Animated Physics Game with JavaScript,,Beginner,Udemy,C10556
Fundamentals of Python Programming for Beginners,python,Beginner,Udemy,C10557
Microservices with Kubernetes: Building Microservice Systems,,All Levels,Udemy,C10558
"10 Projects In 10 Days - HTML, CSS & JavaScript",javascript;html;css,Beginner,Udemy,C10559
Google Bard AI Masterclass: A Complete Google Bard Chatbot,,Beginner,Udemy,C10560
Java for Beginners (A visual guide),,Beginner,Udemy,C10561
Mastering Informatica PowerCenter 9,,Beginner,Udemy,C10562
PHP Development with the Laravel Framework,,All Levels,Udemy,C10563
Scala for Java Developers: Transition Up!,,All Levels,Udemy,C10564
Modern OpenGL 3.3 with C++/GLSL for beginners,,Beginner,Udemy,C10565
Manual Software Testing,,All Levels,Udemy,C10566
Microsoft AZURE Big Data and Analytics Certification,,All Levels,Udemy,C10567
Houdini 18 - Procedural Prop Modeling - Chinese Knife,,Beginner,Udemy,C10568
Netlify - The Complete Guide (FullStack Serverless),,All Levels,Udemy,C10569
Game Dev Crash Course (Clickteam Fusion 2.5),,All Levels,Udemy,C10570
Java Multithreading and Parallel Programming Masterclass,,All Levels,Udemy,C10571
"Interview Faqs & Ans: Javascript, NodeJS, ReactJS, AngularJS",react;javascript,All Levels,Udemy,C10572
Pro data science in Python,,Intermediate,Udemy,C10573
Getting Started with MATLAB Machine Learning,data analysis,Intermediate,Udemy,C10574
PHP MySQL Fundamentals from Scratch with Examples & Projects,web development;data analysis,All Levels,Udemy,C10575
OpenAI API Complete Guide: With Practical Examples in Python,python,All Levels,Udemy,C10576
Hands on AWS: Simple Queue Service (SQS),,Beginner,Udemy,C10577
E-Commerce in Codeigniter step by step guide from scratch,,All Levels,Udemy,C10578
Docker to Amazon AWS Deploy Java & .NET Apps with Travis CI,,Intermediate,Udemy,C10579
React Essentials with Typescript: A Practical Guide,react,Beginner,Udemy,C10580
Siemens HMI SCADA- Operator Panel from Basic to Advanced,,Expert,Udemy,C10581
Easy & Fast Website Creation Using WordPress 6.0.1 Jul 2022,,Intermediate,Udemy,C10582
CUDA GPU Programming Beginner To Advanced,,All Levels,Udemy,C10583
Data Analytics Real World Projects using Python,python;data analysis,All Levels,Udemy,C10584
Data Analytics Real World Projects using Python,python;data analysis,All Levels,Udemy,C10585
Visual Studio Code Course 2023,python;html,Beginner,Udemy,C10586
